PostalCode,Neighbourhood,Latitude,Longitude
GUINEA,CONAKRY,9.5,-13.700000
GUINEA-BISSAU,BISSAU,11.85,-15.583333
GUYANA,GEORGETOWN,6.8,-58.150000
HAITI,PORT-AU-PRINCE,18.533333333333335,-72.333333
HEARD ISLAND AND MCDONALD ISLANDS,HEARD ISLAND AND MCDONALD ISLANDS,-53.09354,73.516992
HONDURAS,TEGUCIGALPA,14.1,-87.216667
HONG KONG,HONG KONG,22.29,114.16
HUNGARY,BUDAPEST,47.5,19.083333
ICELAND,REYKJAVIK,64.15,-21.950000
INDIA,NEW DELHI,28.6,77.200000
INDONESIA,JAKARTA,-6.166666666666667,106.816667
IRAN,TEHRAN,35.7,51.416667
IRAQ,BAGHDAD,33.333333333333336,44.400000
IRELAND,DUBLIN,53.31666666666667,-6.233333
ISLE OF MAN,DOUGLAS,54.15,-4.483333
ISRAEL,JERUSALEM,31.766666666666666,35.233333
ITALY,ROME,41.9,12.483333
JAMAICA,KINGSTON,18,-76.800000
JAPAN,TOKYO,35.68333333333333,139.750000
JERSEY,SAINT HELIER,49.18333333333333,-2.100000
JORDAN,AMMAN,31.95,35.933333
KAZAKHSTAN,ASTANA,51.166666666666664,71.416667
KENYA,NAIROBI,-1.2833333333333332,36.816667
KIRIBATI,TARAWA,-0.8833333333333333,169.533333
KOSOVO,PRISTINA,42.666666666666664,21.166667
KUWAIT,KUWAIT CITY,29.366666666666667,47.966667
KYRGYZSTAN,BISHKEK,42.86666666666667,74.600000
LAOS,VIENTIANE,17.966666666666665,102.600000
LATVIA,RIGA,56.95,24.100000
LEBANON,BEIRUT,33.86666666666667,35.500000
LESOTHO,MASERU,-29.316666666666666,27.483333
LIBERIA,MONROVIA,6.3,-10.800000
LIBYA,TRIPOLI,32.88333333333333,13.166667
LIECHTENSTEIN,VADUZ,47.13333333333333,9.516667
LITHUANIA,VILNIUS,54.68333333333333,25.316667
LUXEMBOURG,LUXEMBOURG,49.6,6.116667
MACAO,MACAO,22.20,113.55
MACEDONIA,SKOPJE,42,21.433333
MADAGASCAR,ANTANANARIVO,-18.916666666666668,47.516667
MALAWI,LILONGWE,-13.966666666666667,33.783333
MALAYSIA,KUALA LUMPUR,3.1666666666666665,101.700000
MALDIVES,MALE,4.166666666666667,73.500000
MALI,BAMAKO,12.65,-8.000000
MALTA,VALLETTA,35.88333333333333,14.500000
MARSHALL ISLANDS,MAJURO,7.1,171.383333
MAURITANIA,NOUAKCHOTT,18.066666666666666,-15.966667
MAURITIUS,PORT LOUIS,-20.15,57.483333
MEXICO,MEXICO CITY,19.433333333333334,-99.133333
MOLDOVA,CHISINAU,47,28.850000
MONACO,MONACO,43.733333333333334,7.416667
MONGOLIA,ULAANBAATAR,47.916666666666664,106.916667
MONTENEGRO,PODGORICA,42.43333333333333,19.266667
MONTSERRAT,PLYMOUTH,16.7,-62.216667
MOROCCO,RABAT,34.016666666666666,-6.816667
MOZAMBIQUE,MAPUTO,-25.95,32.583333
MYANMAR,RANGOON,16.8,96.150000
NAMIBIA,WINDHOEK,-22.566666666666666,17.083333
NAURU,YAREN,-0.5477,166.920867
NEPAL,KATHMANDU,27.716666666666665,85.316667
NETHERLANDS,AMSTERDAM,52.35,4.916667
NEW CALEDONIA,NOUMEA,-22.266666666666666,166.450000
NEW ZEALAND,WELLINGTON,-41.3,174.783333
NICARAGUA,MANAGUA,12.133333333333333,-86.250000
NIGER,NIAMEY,13.516666666666667,2.116667
NIGERIA,ABUJA,9.083333333333334,7.533333
NIUE,ALOFI,-19.016666666666666,-169.916667
NORFOLK ISLAND,KINGSTON,-29.05,167.966667
NORTH KOREA,PYONGYANG,39.016666666666666,125.750000
NORTHERN CYPRUS,NORTH NICOSIA,35.183333,33.366667
NORTHERN MARIANA ISLANDS,SAIPAN,15.2,145.750000
NORWAY,OSLO,59.916666666666664,10.750000
OMAN,MUSCAT,23.616666666666667,58.583333
PAKISTAN,ISLAMABAD,33.68333333333333,73.050000
PALAU,MELEKEOK,7.483333333333333,134.633333
PALESTINE,JERUSALEM,31.766666666666666,35.233333
PANAMA,PANAMA CITY,8.966666666666667,-79.533333
PAPUA NEW GUINEA,PORT MORESBY,-9.45,147.183333
PARAGUAY,ASUNCION,-25.266666666666666,-57.666667
PERU,LIMA,-12.05,-77.050000
PHILIPPINES,MANILA,14.6,120.966667
PITCAIRN ISLANDS,ADAMSTOWN,-25.066666666666666,-130.083333
POLAND,WARSAW,52.25,21.000000
PORTUGAL,LISBON,38.71666666666667,-9.133333
PUERTO RICO,SAN JUAN,18.466666666666665,-66.116667
QATAR,DOHA,25.283333333333335,51.533333
REPUBLIC OF CONGO,BRAZZAVILLE,-4.25,15.283333
ROMANIA,BUCHAREST,44.43333333333333,26.100000
RUSSIA,MOSCOW,55.75,37.600000
RWANDA,KIGALI,-1.95,30.050000
SAINT BARTHELEMY,GUSTAVIA,17.883333333333333,-62.850000
SAINT HELENA,JAMESTOWN,-15.933333333333334,-5.716667
SAINT KITTS AND NEVIS,BASSETERRE,17.3,-62.716667
SAINT LUCIA,CASTRIES,14,-61.000000
SAINT MARTIN,MARIGOT,18.0731,-63.082200
SAINT PIERRE AND MIQUELON,SAINT-PIERRE,46.766666666666666,-56.183333
SAINT VINCENT AND THE GRENADINES,KINGSTOWN,13.133333333333333,-61.216667
SAMOA,APIA,-13.816666666666666,-171.766667
SAN MARINO,SAN MARINO,43.93333333333333,12.416667
SAO TOME AND PRINCIPE,SAO TOME,0.3333333333333333,6.733333
SAUDI ARABIA,RIYADH,24.65,46.700000
SENEGAL,DAKAR,14.733333333333333,-17.633333
SERBIA,BELGRADE,44.833333333333336,20.500000
SEYCHELLES,VICTORIA,-4.616666666666667,55.450000
SIERRA LEONE,FREETOWN,8.483333333333333,-13.233333
SINGAPORE,SINGAPORE,1.2833333333333332,103.850000
SINT MAARTEN,PHILIPSBURG,18.016666666666666,-63.033333
SLOVAKIA,BRATISLAVA,48.15,17.116667
SLOVENIA,LJUBLJANA,46.05,14.516667
SOLOMON ISLANDS,HONIARA,-9.433333333333334,159.950000
SOMALIA,MOGADISHU,2.066666666666667,45.333333
SOMALILAND,HARGEISA,9.55,44.050000
SOUTH AFRICA,PRETORIA,-25.7,28.216667
SOUTH GEORGIA AND SOUTH SANDWICH ISLANDS,KING EDWARD POINT,-54.283333,-36.500000
SOUTH KOREA,SEOUL,37.55,126.983333
SOUTH SUDAN,JUBA,4.85,31.616667
SPAIN,MADRID,40.4,-3.683333
SRI LANKA,COLOMBO,6.916666666666667,79.833333
SUDAN,KHARTOUM,15.6,32.533333
SURINAME,PARAMARIBO,5.833333333333333,-55.166667
SVALBARD,LONGYEARBYEN,78.21666666666667,15.633333
SWAZILAND,MBABANE,-26.316666666666666,31.133333
SWEDEN,STOCKHOLM,59.333333333333336,18.050000
SWITZERLAND,BERN,46.916666666666664,7.466667
SYRIA,DAMASCUS,33.5,36.300000
TAIWAN,TAIPEI,25.033333333333335,121.516667
TAJIKISTAN,DUSHANBE,38.55,68.766667
TANZANIA,DAR ES SALAAM,-6.8,39.283333
THAILAND,BANGKOK,13.75,100.516667
THE GAMBIA,BANJUL,13.45,-16.566667
TIMOR-LESTE,DILI,-8.583333333333334,125.600000
TOGO,LOME,6.116666666666666,1.216667
TOKELAU,ATAFU,-9.166667,-171.833333
TONGA,NUKU'ALOFA,-21.133333333333333,-175.200000
TRINIDAD AND TOBAGO,PORT OF SPAIN,10.65,-61.516667
TUNISIA,TUNIS,36.8,10.183333
TURKEY,ANKARA,39.93333333333333,32.866667
TURKMENISTAN,ASHGABAT,37.95,58.383333
TURKS AND CAICOS ISLANDS,GRAND TURK,21.466666666666665,-71.133333
TUVALU,FUNAFUTI,-8.516666666666667,179.216667
UGANDA,KAMPALA,0.31666666666666665,32.550000
UKRAINE,KYIV,50.43333333333333,30.516667
UNITED ARAB EMIRATES,ABU DHABI,24.466666666666665,54.366667
UNITED KINGDOM,LONDON,51.5,-0.083333
UNITED STATES,WASHINGTON,38.883333,-77.000000
URUGUAY,MONTEVIDEO,-34.85,-56.166667
US VIRGIN ISLANDS,CHARLOTTE AMALIE,18.35,-64.933333
UZBEKISTAN,TASHKENT,41.31666666666667,69.250000
VANUATU,PORT-VILA,-17.733333333333334,168.316667
VATICAN CITY,VATICAN CITY,41.9,12.450000
VENEZUELA,CARACAS,10.483333333333333,-66.866667
VIETNAM,HANOI,21.033333333333335,105.850000
WALLIS AND FUTUNA,MATA-UTU,-13.95,-171.933333
WESTERN SAHARA,EL-AAIUN,27.153611,-13.203333
YEMEN,SANAA,15.35,44.200000
ZAMBIA,LUSAKA,-15.416666666666666,28.283333
ZIMBABWE,HARARE,-17.816666666666666,31.033333
